"product_name","number","purchase_price","price_per_unit","sale_price","expiry_date","stock"
"DOSFARM STRAWBERRY FLAVOUR","2024",0.407,0.407,0.9,"01-07-2027",11
"DOSFARM MINT FLAVOUR","2204",0.415,0.415,0.9,"01-07-2027",7
"DOSFARM MANGO FLAVOUR","703285",0.415,0.415,0.9,"01-01-2027",13
"DOMPY SUSP 200ML","AN0201",0.788,0.788,1.44,"01-12-2025",6
"DOMPY 10MG TAB 30S","BG0114",0.765,0.765,1.14,"01-07-2026",5.666666667
"DOMOTHERM VITAL PLUS NEBULIZER","BG0114",19.305,19.305,33,"01-07-2026",1
"DOLPHI ULTRA THIN CONDOMS 12S","2112TN12996",1.95,1.95,3.9,"01-12-2026",11
"DOLPHI SUPER DOTTED CONDOMS 12S","2110TNI2512",2.5,2.5,4,"01-10-2026",5
"DOLPHI RIBBED CONDOMS 12S","2112TNI2679",1.95,1.95,4,"01-12-2026",7
"DOLPHI CLASSIC CONDOMS 12S","2201TN13136",1.95,1.95,3.9,"01-01-2027",20
"DOLPHI ANATOMIC ULTRA THIN CONDOMS 12S","2010TNI2508",1.95,1.95,3.9,"01-10-2025",8
"DOLPHI ANATOMIC COLOURED FLAVOURED CONDOMS 12S","2106TNI2677",1.95,1.95,4,"01-06-2026",17
"DOLPHI 3 IN 1 CONDOMS 12S","2112TNI2839",3.6,3.6,3.9,"01-12-2026",6
"DIZINIL 50MG TAB 20S","6739",0.496,0.496,0.68,"01-06-2026",5.5
"DIVIDO 75MG CAPS 20S","4TJ641",1.35,1.35,2.53,"01-05-2027",6
"DITAMIN ANTI COLIC DROPS 10ML","24924",2.85,2.85,4.5,"01-09-2027",4
"DIOVAN 80MG TAB 28S","THLD1",3.43,3.43,4.18,"01-06-2027",5.5
"DIOVAN 160MG TAB 28S","TFWV6",3.759,3.759,4.58,"01-05-2027",1.5
"DIOCLAV 625MG TAB 20S","5223351",0.488,0.488,5.94,"01-06-2026",8.2
"DIOCLAV 1GM TAB 14S","5223631",3.652,3.652,8.9,"01-11-2025",0.142857143
"DIMET 850MG TAB 50S","4EE001C",0.947,0.947,1.5,"01-04-2027",3.2
"DIMET 500MG TAB 50S","4EB026A",0.587,0.587,1,"01-10-2027",3.8
"DILAMUC SYRUP 100ML","1649000317",1.578,1.578,2.5,"01-06-2027",7
"DIGNITY UNDERPADS 60X90CM 30S","G24085330",2.708,2.708,4.5,"01-12-2029",5
"DIGNITY ADULT PULL UP DIAPERS LARGE 10S","G24A086019",2.919,2.919,4.5,"01-12-2029",1
"DIGNITY ADULT PULL UP DIAPERS MEDIUM 10S","G23J086036",2.594,2.594,4,"01-12-2029",1
"DIGNITY ADULT DIAPERS MEDIUM 30S","G24I083432",4.2,4.2,7,"06-02-2234",1
"DIGNITY ADULT DIAPERS LARGE 30S","G24A086019",5,5,7.5,"01-12-2029",1
"DIFLUCAN 150MG CAPS 1S","C056204",1.724,1.724,2.1,"01-08-2029",1
"DICYNONE 500MG TAB 20S","240313A",2.241,2.241,5.46,"01-03-2027",2
"DICLOPID 50MG TAB 20S","4224019",1.021,1.021,3.11,"01-09-2027",2.5
"DICLOMAX 1% EMULGEL 50GM","5327",0.65,0.65,1.14,"01-11-2025",1
"DICLOGESIC RETARD 100MG TAB 10S ( BULK PACK )","26677",0.36,0.36,0.694,"01-08-2025",11
"DICLO 75ID TAB 20S","NU4484",0.707,0.707,1.95,"01-12-2025",2
"DICLO 150 ID 10S","NW8835",2.45,2.45,3.76,"01-02-2026",1
"DIANE-35 TAB 21S","WEX7HA",1.937,1.937,2.36,"01-05-2027",3
"DIAMICRON MR 60MG TAB 30S","6107791",2.265,2.265,2.76,"01-08-2027",4
"DEXAFLOX OPTHALMIC SUSPENSION 5ML","BF0269",1.25,1.25,1.61,"01-06-2027",1
"DEWAX EAR DROPS 10ML","AB456",0.328,0.328,0.44,"01-01-2027",4
"DERMEDIC OFFER SUNBRELLA SPF50 CREAM OILY SKIN 50M","1427530",3.5,3.5,7.15,"01-11-2027",1
"DERMEDIC OFFER SUNBRELLA SPF50 CREAM DRY SKIN 50ML","1426816",3.5,3.5,7.15,"01-11-2027",1
"DERMEDIC CLEANSING AND REGULATING TONER 200ML","1414288",4.029,4.029,7,"01-08-2026",1
"DERMATONE LIGHTENING GEL 20GM","15401",5.12,5.12,8,"01-05-2026",1
"DERMATONE BRIGHTENING BAR 100GM","SDT0124",1.52,1.52,2.4,"01-09-2026",5
"DERMA-T TOPICAL SOLUTION 30ML","4MF1129",0.944,0.944,1.61,"01-06-2026",3
"DERIVA 0.1% AQUEOUS GEL 30GM","10240941",1.34,1.34,1.72,"01-03-2027",1
"DEPURDENT CLEAN & POLISH TOOTHPASTE 75ML","B24000261",3.25,3.25,3.95,"01-02-2028",1
"DELICE SOLUTION 50ML","242052",3.283,3.283,4.2,"01-10-2027",4
"DEKASAN PRICKLY HEAT POWDER REGULAR 100GM","3067",0.64,0.64,0.75,"01-03-2028",4
"DEEP HEAT RUB 35GM","39892",0.682,0.682,0.9,"01-08-2025",2
"DEEP HEAT RUB 100GM","39892",1.31,1.31,1.73,"01-03-2025",1
"DECOZAL 0.1% ADULT NASAL SPRAY 10ML","MB412",0.473,0.473,0.64,"01-09-2027",3
"DECOZAL 0.1% ADULT NASAL DROPS","MB525",0.358,0.358,0.48,"01-10-2027",9
"DECOZAL 0.05% CHILD NASAL DROPS 10ML","MA626",0.328,0.328,0.44,"01-12-2026",4
"DAROLAC SACHETS 10S","EMPJ437333",1.026,1.026,2,"01-02-2026",7
"DAKTACORT CREAM 15GM","NGP4E00",0.962,0.962,1.29,"01-01-2026",1
"DAFLON 500MG TAB 30S","6103713",2.569,2.569,3.13,"01-06-2027",1
"CYSTONE TAB 60S","112403484",1.56,1.56,2,"01-08-2027",2
"CYCLOGEST 400MG PESSARIES 15S","NCP4715",6.467,6.467,7.88,"01-08-2027",1.666666667
"CYBELE COLOUR COTTON BALLS 100S","5103",0.85,0.85,1.2,"01-12-2029",4
"CURE AID EYE PAD 20S","15Y22",0.938,0.938,2,"01-12-2026",0.7
"CRIXAN OD TAB 500MG 10S","DFE7692A",3.5,3.5,4.48,"01-11-2025",0.5
"CRESTOR 20MG TAB 28S","SP308",7.013,7.013,17.09,"01-03-2027",1.5
"CRESTOR 10MG TAB 28S","SP324",4.137,4.137,10.08,"01-03-2027",1
"CREPE BANDAGE 7.5CM X 4M MARVEL","2011115",0.125,0.125,0.5,"01-11-2026",10
"CREPE BANDAGE 5CM X 4M MARVEL","2011115",0.125,0.125,0.4,"01-11-2026",19
"COVERSYL 5MG TAB 30S","749308",4.883,4.883,5.95,"01-08-2027",1
"COVERSYL 10MG TAB 30S","737366",8.642,8.642,10.53,"01-08-2026",1
"COVERAM 5MG/5MG TAB 30S","736111",6.065,6.065,7.39,"01-10-2026",1
"COVERAM 10MG/10MG TAB 30S","746184",11.317,11.317,13.79,"01-02-2027",1
"COVANCE 50MG TAB 30S","DFF6945A",2.848,2.848,3.47,"01-10-2026",2
"COTTON BUDS 200S","1000",0.25,0.25,0.762,"01-12-2029",2
"COTTON BUDS 100S","1000",0.167,0.167,0.476,"01-12-2029",5
"COTTON BALLS MARVEL 100S","ABR0223",0.11,0.11,0.7,"01-04-2028",1
"CORTIDERM 1% CREAM 30GM","1155221",0.85,0.85,1.19,"01-04-2027",8
"CORRECTION NATURAL WHITENING SOAP 85GM","003UUS",1.56,1.56,2,"01-11-2026",1
"CORNEX GEL 15GM","242014",2.07,2.07,2.7,"01-07-2027",2
"COREGA SUPER CREAM 40ML","JT7K",1.3,1.3,1.811,"01-08-2027",2
"COREGA DENTURE CLEANSER TAB 36S","JE3P",2,2,2.662,"01-08-2026",2
"CONTROL DELAY CONDOMS 12S","30209040B",1.5,1.5,4.5,"01-01-2028",5
"CONTRACTUBEX GEL 20GM","B0054930",1.65,1.65,2.05,"01-10-2026",2
"CONTIFLO OD 0.4MG CAPS 10S","DFF7894P",2.23,2.23,2.72,"01-11-2026",1
"CONFORMING BANDAGE 6CM","23210420",0.054,0.054,0.15,"01-04-2026",9
"CONFORMING BANDAGE 15CM","2347014",0.108,0.108,0.35,"01-10-2028",10
"CONFORMING BANDAGE 10CM","20231125",0.114,0.114,0.25,"01-11-2028",8
"CONFIDO TAB 120S","112302508",2.28,2.28,3.77,"01-08-2026",2
"CONCOR 5MG TAB 30S","E216929",2.585,2.585,3.15,"01-06-2027",5.5
"CONCOR 2.5MG TAB 30S","E216045",1.723,1.723,2.1,"01-03-2027",6
"CONCAVIT SYRUP 150ML","30201",2.393,2.393,3.5,"01-02-2026",1
"CONCAVIT CAPSULES 30S","79746",3.05,3.05,4.5,"01-02-2027",3
"COMMODE WHEEL CHAIR MARVEL","1000",35,35,54,"01-01-2030",1
"COMMODE CHAIR WITH WHEEL MARVEL","1000",16,16,27,"01-01-2030",1
"COMMODE CHAIR MARVEL","1000",14,14,25,"01-01-2030",1
"COLLOMAK SOLUTION 10ML","Y02870924",0.5,0.5,0.67,"01-09-2028",3
"COFSILS ORANGE LOZENGES 30S","4M60383",1.303,1.303,2.7,"01-06-2026",3
"CO-DIOVAN 80/12.5MG TAB 28S","PHKC2",3.447,3.447,4.2,"01-06-2027",2
"CO-DIOVAN 160/12.5MG TAB 28S","PEUH2",3.783,3.783,4.61,"01-02-2027",2
"CLOVIRAX 5% CREAM 2GM","2094002",1.075,1.075,1.31,"01-05-2027",1
"CLOMID 50MG TAB 10S","3364A",1.99,1.99,2.43,"01-02-2026",3
"CLOFAST-P 50MG TAB 20S","4CH005E",1.2,1.2,3.11,"01-06-2027",9
"CLEO DENT SHARK KIDS TOOTHBRUSH","1000",0.65,0.65,1,"01-01-2029",1
"CLEO DENT PRO CLINICAL DENTAL FLOSS","241370",0.75,0.75,1.1,"01-01-2030",1
"CLEO DENT ORTHODONTIC TOOTHBRUSH","1000",0.81,0.81,1.2,"01-01-2029",1
"CLEO DENT KIDS TOOTHBRUSH","1000",0.557,0.557,1,"01-01-2029",8
"CLEO DENT INTERDENTAL BRUSHES 0.8MM 5S","232348",0.52,0.52,1,"01-01-2029",2
"CLEO DENT DENTAL FLOSS TOOTHPICK 50S","24129D",0.668,0.668,1.2,"01-01-2029",2
"CLAVOMID 625MG TAB 20S","117286",0.715,0.715,2.67,"01-04-2026",1.5
"CLARITINE CHILD GRAPE SYRUP 120ML","2308315",2.15,2.15,2.69,"01-08-2026",2
"CLARITINE 10MG TAB 10S","PT19LV1",1.488,1.488,1.96,"01-03-2027",4
"CLARINASE TAB 14S","JRPG2481E",0.69,0.69,2.13,"01-09-2026",5
"CLARA 5MG/5ML SYRUP 100ML","PE0252",1.2,1.2,1.38,"01-05-2027",2
"CLARA 10MG TAB 10S","AL0322",0.5,0.5,1.22,"01-10-2026",7
"CITIZEN WRIST BP MONITOR CH617","2106",12,12,23.5,"01-01-2030",1
"CIPROPHARM 500MG TAB 10S","1240356",1.125,1.125,2.04,"01-06-2028",3
"CIPROCIN EYE/EAR DROPS 5ML","23BK22",1.15,1.15,1.62,"01-12-2026",1
"CIPRALEX 20MG TAB 28S","2792422",12.475,12.475,15.2,"01-12-2026",0.5
"CIPRALEX 10MG TAB 28S","2782885",8.552,8.552,10.42,"01-08-2026",1
"CIALIS 5MG TAB 28S","B715439",22.2,22.2,27.05,"01-05-2026",4
"CIALIS 20MG TAB 4S","B771700",10.57,10.57,12.88,"01-01-2027",2.5
"CHLOROHISTOL SYRUP 100ML","1989",0.535,0.535,0.8,"01-10-2027",2
"CETAPHIL PRO ACNE PRONE MOISTURIZING LOTION 120ML","403733",7.875,7.875,15.75,"01-04-2027",1
"CETAPHIL OILY SKIN CLEANSER WITH PUMP 236ML","384507",4.988,4.988,9.975,"01-04-2026",1
"CETAPHIL MOISTURIZING CREAM 100GM","399457",4.35,4.35,8.7,"01-02-2027",1
"CETAPHIL LIP BALM SPF50 8ML","P463",3.128,3.128,3.91,"01-10-2026",1
"CETAPHIL GENTLE SKIN CLEANSER WITH PUMP 236ML","382556",4.238,4.238,8.475,"01-02-2026",1
"CETAPHIL GENTLE SKIN CLEANSER 118ML","390750",4.52,4.52,5.65,"01-07-2026",1
"CETAPHIL BABY GENTLE WASH AND SHAMPOO 300 ML","2326800",4.4,4.4,5.5,"01-03-2026",1
"CETAPHIL BABY DAILY LOTION 300ML","2326400",4.4,4.4,5.775,"01-03-2026",1
"CETAPHIL ANTIBACTERIAL GENTLE CLEANSING BAR 127GM","604",3.68,3.68,4.6,"01-01-2027",1
"CERELAC WHEAT AND HONEY 400GM","41120197EH",2.355,2.355,2.7,"01-10-2025",2
"CERELAC WHEAT 400GM","41560197EW",2.19,2.19,2.5,"01-12-2025",1
"CERAZETTE TAB 28S","W111295",1.548,1.548,1.89,"01-02-2027",2
"CERAVE SA SMOOTHING CLEANSER 236ML","54X206",6.103,6.103,8.158,"01-01-2029",1
"CERAVE MOISTURIZING LOTION 8OZ","14Y25E",5.616,5.616,7.721,"01-01-2029",2
"CERAVE MOISTURIZING CREAM 50ML","54Y701",2.457,2.457,3.177,"01-01-2029",2
"CERAVE MOISTURIZING CREAM 12OZ","44X801",6.942,6.942,9.544,"01-01-2029",1
"CERAVE HYDRATING CLEANSER 8OZ","14X500",3.9,3.9,5.406,"01-01-2029",1
"CERAVE HYDRATING CLEANSER 16OZ","54Y15X",7.106,7.106,9.11,"01-01-2029",1
"CERAVE FOAMING FACIAL CLEANSER 8OZ","54Y43B",4.953,4.953,6.865,"01-01-2029",2
"CERAVE FACIAL MOISTURIZING PM LOTION 52ML","54Y25J",6.862,6.862,8.797,"01-01-2027",1
"CERAVE BLEMISH CONTROL GEL 40ML","54X300",7.316,7.316,9.38,"01-02-2028",2
"CEPHADAR FORTE 500MG TAB 20S","5881",1.23,1.23,1.88,"01-02-2026",3.5
"CENTRUM WOMEN CAPS 60S","888P",7.781,7.781,11.4,"01-03-2026",1
"CENTRUM SILVER TAB 30S","U42E",3.416,3.416,5.005,"01-11-2026",2
"CENTRUM MEN TAB 60S","WS60",7.781,7.781,11.4,"01-12-2026",2
"CENTRUM LUTEIN TAB 30S","GG3C",2.89,2.89,4.235,"01-07-2026",3
"CENTRUM IMMUNE SUPPORT 60S","5882529",7.8,7.8,10,"01-05-2026",1
"CENTRUM ENERGY TAB 30S","4H7M",4.9,4.9,6.29,"01-12-2025",1
"CELENES VIT C 12.5% OATS NIACINAMIDE SERUM 30ML","16392328",7.8,7.8,12.5,"01-10-2028",1
"CELENES SEA BUCKTHRON FOAMING GEL 250ML","16042376",4.152,4.152,6.65,"01-10-2028",1
"CELENES DRY TOUCH SPF 50 SUNSCREEN FLUID 50ML","16452323",5.304,5.304,8.5,"01-08-2028",2
"CELENES CLOUDBERRY HAND CREAM 75ML","16172305",2.904,2.904,4.65,"01-09-2028",2
"CELEBREX 200MG CAP 30S","LP8179",1.899,1.899,6.55,"01-01-2027",0.666666667
"CEFUTIL 500MG TAB 10S","6241066",1.774,1.774,3.89,"01-11-2027",2
"CEFUTIL 250MG TAB 10S","6230450",1.221,1.221,2.53,"01-05-2026",3
"CEFRIN 500MG CAPS 20S","114",3.55,3.55,5.36,"01-01-2026",3
"CEFPO 200MG TAB 14S","3CK012C",7.16,7.16,8.88,"01-04-2026",1
"CEFOVEX 500MG TAB 10S","3PH016B",5.7,5.7,8,"01-07-2026",1
"CEFIX 400MG CAPS 5S","6240437",1.883,1.883,4.59,"01-06-2026",5
"CEFIX 200MG CAPS 8S","6440418",1.588,1.588,3.87,"01-05-2026",3
"CEFIX 100MG/5ML SUSP 60ML","6240664",1.268,1.268,3.09,"01-08-2026",2
"CATAFLAM 50MG TAB 20S","8017L1",2.8,2.8,3.42,"01-06-2027",2.5
"CARNIVITA FORTE TAB 30S","2301149",8.48,8.48,10.56,"01-01-2026",1
"CARMEX LIP ROLL ON STRAWBERRY 4.25GM","184698",0.75,0.75,1.9,"01-01-2029",2
"CARMEX LIP ROLL ON FRESH CHERRY 4.25GM","184174",0.75,0.75,1.9,"01-01-2029",2
"CARMEX LIP BALM STRAWBERRY 10GM","182745",0.8,0.8,1.9,"01-01-2027",1
"CARMEX LIP BALM FRESH CHERRY 10GM","188024",0.77,0.77,1.9,"01-01-2027",1
"CARE PLUS CLOVE OIL 10ML","26RJ",0.844,0.844,1.11,"01-07-2026",2
"CAPSIDEX GEL 50GM","HP01249A",0.769,0.769,1.5,"01-01-2026",2
"CANSIN PLAST PERFORATED HEAT PLASTER 10X18CM 1S","23100",0.176,0.176,0.5,"01-01-2028",9
"CANSIN PLAST NON WOVEN WOUND DRESSING 9X5 CM","2250103",3.431,3.431,6.25,"01-12-2027",0.96
"CANSIN PLAST CORN PLASTER 6S","24224P02",0.4,0.4,0.8,"01-02-2029",4
"CANPOL PLASTIC WIDE NECK ANTI COLIC BOTTLE 120ML","1000",1.28,1.28,2,"01-01-2030",1
"CANPOL PLASTIC FEEDING BOTTLE 120ML","1000",0.84,0.84,1.5,"01-01-2030",5
"CANPOL GLASS FEEDING BOTTLE 240ML","1000",1.133,1.133,2.2,"01-01-2030",9
"CANPOL GLASS FEEDING BOTTLE 120ML","1000",1,1,2,"01-01-2030",2
"CANESTEN CREAM 20GM","GB030BU",1.428,1.428,1.74,"01-03-2027",1
"CANESTEN 500MG VAGINAL TAB 1S","GB02V69",0.8,0.8,1.94,"01-08-2026",2
"CANDID V-6 VAGINAL TAB 6S","10240295",0.44,0.44,0.8,"01-01-2028",2
"CANDID V-3 200MG VAGINAL TAB 3S","10241212",0.385,0.385,0.7,"01-04-2028",3
"CANDID V-1 500MG VAGINAL TAB 1S","10241018",0.33,0.33,0.6,"01-03-2028",1
"CANDID LOTION 20ML","10232998",0.586,0.586,0.8,"01-10-2025",2
"CANDID DUSTING POWDER 30GM","1024122S",0.425,0.425,0.58,"01-04-2028",4
"CANDID DUSTING POWDER 100GM","10241661",1.407,1.407,1.92,"01-06-2028",5
"CANDID B CREAM 15GM","10242792",0.747,0.747,1.02,"01-11-2027",5.979
"CANDID 1% CREAM 20GM","10241544",0.504,0.504,0.92,"01-05-2028",3
"CALCIVYTE TABS 30S","VS123A26",2.39,2.39,3.25,"01-10-2026",1
"CALCITON D CAPS 30S","T23A123",2.229,2.229,3.9,"01-03-2026",6.333333333
"BUSCOPAN 10MG TAB 20S","240963",1.02,1.02,1.26,"01-05-2027",2
"BRUFEN RETARD 800MG TAB 20S","59962PC",2.73,2.73,3.33,"01-04-2026",2
"BRUFEN PEDIATRIC SYRUP 100ML","1221681",1.109,1.109,1.46,"01-10-2026",3
"BRUFEN 600MG TAB 30S","68624BC",1.625,1.625,2.11,"01-01-2026",1.666666667
"BRUFEN 600MG GRANULES 20S","260131",2.8,2.8,3.6,"01-07-2027",0.65
"BRUFEN 400MG TAB 30S","62495BC",1.4,1.4,1.76,"01-01-2027",2
"BRONKOVENT SYRUP 100ML","4CE012A",0.65,0.65,0.95,"01-11-2025",3
"BRONCARE HERBAL COUGH SYRUP 120ML","230319",0.739,0.739,1.26,"01-05-2026",8
"BRIMO OPHTHALMIC SOLUTION 5ML","BE0440",3.135,3.135,4.15,"01-05-2026",2
"BREATHE WELL NASAL STRIPS 10S","20230125",1.2,1.2,2.1,"01-01-2028",1
"BONNISAN LIQUID 120ML","112301562",0.78,0.78,2.21,"01-05-2026",5
"BONJELA ADULT GEL 15GM","AJV477",0.82,0.82,1.05,"01-11-2026",3
"BLISTEX MEDICATED SPF15 LIP BALM 4.25GM","012334C",0.82,0.82,1.62,"01-01-2026",1
"BISADYL 5MG TAB 30S","9063010",0.281,0.281,0.48,"01-10-2026",10
"BIOTINA 5MG BIOTIN EFFERVESCENT TAB 20S","6668699",0,0,5.95,"01-09-2025",1
"BIOFREEZE SPRAY 118ML","S1252310",2.85,2.85,4,"01-04-2026",1
"BIODERMA SENSIBIO H2O MAKEUP REMOVER 250ML","18741",1.509,1.509,3.842,"01-07-2027",1
"BIODERMA SEBIUM PORE REFINER 30ML","14241R",5.233,5.233,6.988,"01-05-2027",2
"BIODERMA SEBIUM PAIN BAR 100GM","17731R",1.102,1.102,2.825,"01-06-2026",2
"BIODERMA SEBIUM MOUSSANT GEL 500ML","19141",3.261,3.261,8.362,"01-07-2027",2
"BIODERMA SEBIUM MOUSSANT GEL 200ML","1342",2.214,2.214,5.676,"01-01-2027",4
"BIODERMA SEBIUM HYDRA FLUID MOISTURISER 40ML","20441",5.024,5.024,6.71,"01-07-2027",2
"BIODERMA SEBIUM H2O CLEANSING SOLUTION 250ML","1932",3.261,3.261,5.6,"01-01-2026",3
"BIODERMA PIGMENTBIO SENSITIVE AREA CREAM 75ML","19041",7.361,7.361,9.831,"01-07-2027",3
"BIODERMA PIGMENTBIO NIGHT RENEWER 50ML","11341N",11.96,11.96,18.193,"01-04-2027",1
"BIODERMA PIGMENTBIO FOAMING CREAM 500ML","9941",6.769,6.769,9.04,"01-04-2027",2
"BIODERMA PIGMENTBIO FOAMING CREAM 200ML","14341",4.231,4.231,5.65,"01-05-2027",2
"BIODERMA PHOTODERM SPF50 MAX CREAM 40ML","941",5.873,5.873,7.83,"01-01-2027",1
"BIODERMA PHOTODERM SPF50 DRYTOUCH AQUAFLUID 40ML","18831",3.305,3.305,8.475,"01-07-2026",2
"BIODERMA PHOTODERM MAX SPF100 FLUID 40ML","24031",6.092,6.092,8.136,"01-08-2026",1
"BIODERMA ATODERM PAIN BAR 150GM","30432R",1.322,1.322,3.39,"01-10-2026",3
"BIODERMA ATODERM INTENSIVE BAUME 200ML","1732",4.672,4.672,10.509,"01-01-2026",2
"BIODERMA ATODERM HANDS AND NAILS CREAM 50ML","17641",2.988,2.988,3.99,"01-06-2027",2
"BIODERMA ATODERM CREAM WITH PUMP 200ML","15841",3.5,3.5,8.973,"01-06-2027",3
"BIODERMA ATODERM CREAM 500ML","13841",4.672,4.672,11.978,"01-05-2027",1
"BIOCARE DX CREAM 20GM","240087",0.975,0.975,1.5,"01-01-2027",2
"BIGEN SPEEDY NATURAL BLACK 881","B2028",2.245,2.245,3,"01-02-2029",2
"BIGEN SPEEDY DARK BROWN 883","B2024",2.25,2.25,3,"01-12-2028",1
"BIGEN SPEEDY BROWNISH BLACK 882","B1864",2.245,2.245,3,"01-06-2027",2
"BIGEN MENS BEARD COLOUR NATURAL BLACK B101","A1972",2.369,2.369,3.2,"01-07-2028",4
"BIGEN MENS BEARD COLOUR DARK BROWN B103","A2023",2.369,2.369,3.2,"01-02-2029",2
"BIGEN MENS BEARD COLOUR BROWN BLACK B102","A2022",2.369,2.369,3.2,"01-02-2029",1
"BEURER DIGITAL THERMOMETER","1000",1.8,1.8,2.8,"01-01-2029",6
"BEURER DIAGNOSTIC SCALE BF180","1000",8.1,8.1,13.9,"01-01-2029",2
"BETATRANS SURGICAL TAPE 5M X 5CM","21060434",0.867,0.867,1.6,"01-06-2026",1
"BETASERC 16MG TAB 60S","727051",6.678,6.678,8.14,"01-03-2027",1.5
"BETASEPT MOUTHWASH 130ML","BA0354",1.121,1.121,2.3,"01-01-2026",3
"BETAPLAST ZINC OXIDE TAPE 5M X 7.5 CM","21100134",1.1,1.1,2.2,"01-02-2028",3
"BETAPLAST SURGICAL ZINC OXIDE TAPE 5M X 5 CM","B24071134",1.026,1.026,2,"01-07-2029",3
"BETAPLAST SURGICAL ZINC OXIDE TAPE 5M X 2.5 CM","20120234",0.422,0.422,0.9,"01-12-2025",1
"BETAPLAST SURGICAL ZINC OXIDE TAPE 5M X 1.25CM","T24020734",0.375,0.375,0.8,"01-02-2029",2
"BETALAST COTTON CREPE BANDAGE 8CM X 4.5M","T23020734",0.8,0.8,0.8,"01-02-2028",3
"BETALAST COTTON CREPE BANDAGE 6CM X 4.5M","T23020734",0.6,0.6,0.6,"01-02-2028",3
"BETALAST COTTON CREPE BANDAGE 10CM X 4.5M","B22122334",0.4,0.4,1,"01-12-2027",3
"BETAGEN 8MG TAB 50S","22DH61",2.39,2.39,3.68,"01-10-2025",0.6
"BETADINE VAGINAL PESSARIES 14S","10023820",4.766,4.766,6.44,"01-06-2027",1
"BETADINE VAGINAL DOUCHE KIT 250ML","24J570N38",6.024,6.024,8.14,"01-10-2027",1
"BETADINE THROAT SPRAY 50ML","23B080EF38",1.954,1.954,2.64,"01-02-2026",1
"BETADINE OINTMENT 40GM","23B080EF38",3.09,3.09,4.65,"01-02-2026",2
"BETADINE MOUTH WASH 125ML","23H550K38",2.686,2.686,3.63,"01-08-2026",2
"BETADINE DRY POWDER SPRAY 55G","24B242G38",2.435,2.435,3.29,"01-04-2027",2
"BETADINE ANTISEPTIC SOL 120ML","24E303J38",2.575,2.575,3.48,"01-05-2029",3
"BEROCCA EFFERVESCENT TAB 10S","N3L580",1.26,1.26,1.54,"01-10-2025",3
"BEPANTHEN PLUS WOUND HEALING CREAM 30GM","GB02KSK",1.091,1.091,1.33,"01-12-2025",1
"BEPANTHEN MOISTURIZING CREAM 30GM","GB02EZ02",0.992,0.992,1.33,"01-01-2027",10
"BEPANTHEN LOTION 200ML","GP02RPV",2.076,2.076,2.53,"01-05-2026",3
"BEPANTHEN ANTI SCAR GEL 20GM","GB02UU3X",9.36,9.36,12,"01-08-2026",1
"BENZED MOUTHWASH & GARGLE 240ML","4044",1.92,1.92,2.8,"01-06-2026",1
"BENOSTAN 1+1 SPF50 SUNSCREEN 2IN1 FACE CREAM 50ML","230109",6.19,6.19,8.8,"01-01-2027",1
"BENDAZOLE 50MG/5ML SUSP 60ML","2304051",1.22,1.22,1.6,"01-03-2026",1
"BEESLINE WHITENING SENSITIVE ZONE CREAM 50ML","54123D",6.923,6.923,10,"01-10-2026",2
"BEESLINE WHITENING FACIAL SOAP JOURI ROSE 85GM","44023F",0,0,3,"01-10-2026",2
"BEESLINE WHITENING FACIAL PAPAYA SOAP 85GM","44023D",2.077,2.077,3,"01-10-2026",2
"BEESLINE WHITENING FACIAL EXFOLIATING SOAP 60GM","23323E",1.339,1.339,2,"01-08-2026",2
"BEESLINE SUPER HYDRATING SERUM 30ML","41924N",0,0,8.95,"01-05-2027",1
"BEESLINE LIP CARE FLAVOUR FREE OFFERPACK","1322230",1.322,1.322,1.9,"01-08-2026",1
"BEESLINE HAJJ KIT","54123E",3.75,3.75,5,"01-10-2026",4
"BEESLINE 4 IN 1 CLEANSER AND TONER OFFERPACK","23922",6.026,6.026,9,"01-09-2025",1
"BEESLINE 4 IN 1 CLEANSER AND CLEANSER OFFERPACK","23822",6.026,6.026,9,"01-09-2025",1
"BEEBA COMFORT ELECTRIC BREAST PUMP DUAL MODE","1000",21,21,38,"01-01-2029",1
"BECOZYME FORTE TAB 20S","414232",1.09,1.09,1.33,"01-01-2027",3
"BEBENEO GLASS FEEDING BOTTLE 60ML","1000",0.693,0.693,1.81,"01-01-2029",10
"BEBENEO GLASS FEEDING BOTTLE 240ML","1000",0.924,0.924,2.191,"01-01-2029",12
"BEBENEO GLASS FEEDING BOTTLE 120ML","1000",0.862,0.862,2,"01-01-2029",15
"BEBELAC NO3 800GM","101438811",6.101,6.101,6.633,"01-09-2026",1
"BEBELAC NO3 400GM","101426179",3.228,3.228,3.509,"01-12-2025",1
"BEBELAC NO2 800GM","101437249",6.795,6.795,7.387,"01-02-2026",1
"BEBELAC NO2 400GM","101438121",3.547,3.547,3.856,"01-02-2026",1
"BEBELAC NO1 400GM","101419801",3.554,3.554,3.864,"01-10-2025",2
"BCUELOV SUPER COLLAGEN VIT C & BIOTIN 60S","YHT11001",3.5,3.5,7.9,"01-11-2026",1
"BBC SPRAY 25ML","235367",2.08,2.08,4,"01-12-2026",4
"BASTOS TUBULAR SUPPORT BANDAGE 6.25CM","10801101A",1.147,1.147,2,"01-04-2028",3
"BASTOS TUBULAR SUPPORT BANDAGE 10CM","13214401A",1,1,2,"01-08-2030",2
