SL,product_name,number,expiry_date,purchase_price,price_per_unit,sale_price,stock,,,
1071,NEBULIZER MASK ADULT,22907,1/3/2027,0.35,0.35,0.7,14,,,
1072,NEBULIZER MASK PEDIATRIC,20922,1/9/2025,0.32,0.32,0.7,10,,,
1073,NEO HEALAR OINTMENT 30GM,393,1/10/2027,2.4,2.4,3.105,1,,,
1074,NEO HEALAR SUPPOSITORIES 10S,447017,1/2/2027,2.275,2.275,2.95,7,,,
1075,NEOMERCAZOLE 5MG TAB 100S,F5009,1/2/2027,1.871,1.871,2.28,2,,,
1076,NEOMOL PLUS 250MG/5ML SUSP 100ML,PAC23002,1/1/2026,0.41,0.41,0.65,5,,,
1077,NEOMOX 250MG/5ML SUSP 100ML,MAE24001,1/4/2027,0.695,0.695,1.1,11,,,
1078,NEOVITA CAPS 30S,76702,1/5/2026,3,3,4.5,1.5,,,
1079,NEUROBION AMPOULES 3ML 6S,F75111,1/8/2026,2.42,2.42,2.95,5,,,
1080,NEURORUBINE-FORTE TAB 20S,24032863,1/1/2026,0.76,0.76,1.08,11,,,
1081,NEUTROGENA DEEP CLEAN GEL WASH 200ML,0504M,1/2/2027,2.8,2.8,3.72,4,,,
1082,NEW SAFARI SILICONE NIPPLE 3S ,1000,1/1/2029,0.68,0.68,1.24,17,,,
1083,NEWGEL E GEL 15GM,440,1/11/2026,9,9,12,1,,,
1084,NEWGEL+ SILICONE GEL CLEAR STRIP 2.5CMX15.2CM 1S,301S132029,1/11/2026,3.877,3.877,5.6,3,,,
1085,NEXIUM 20MG TAB 14S,SS936,1/1/2027,2.599,2.599,3.8,5.5,,,
1086,NICORETTE FRESHMINT 4MG GUM 30S,CC773,1/12/2026,4.228,4.228,9.5,1,,,
1087,NICOTEX 2MG TAB 9S,4M90642,7/1/2026,1.958,1.958,2.2,3,,,
1088,NIDO ONE PLUS STAGE 3 400GM,4331417611,1/4/2026,2.73,2.73,3.227,1,,,
1089,NIMO MED DIGITAL THERMOMETER HUNKAR,22046382,1/1/2028,0.8,0.8,2,1,,,
1090,NIMO MINI COMPACT NEBULISER HUNKAR,1000,1/1/2029,9,9,15,4,,,
1091,NIZORAL SHAMPOO 100ML,PEB2L00,1/4/2026,2.495,2.495,3.21,8,,,
1092,NIZORAL TOPICAL CREAM 30GM,NAB2T00,1/8/2026,1.58,1.58,1.95,1,,,
1093,NO LICE HERBAL ANTI LICE SHAMPOO 200ML,2409005,1/9/2027,1.538,1.538,3,9,,,
1094,NO-URIC 100MG TAB 50S,2405749,1/7/2027,1.231,1.231,1.95,2.6,,,
1095,NO-URIC 300MG TAB 20S,2404965,1/9/2027,1.334,1.334,1.84,1,,,
1096,NOLIP 145 TAB 30S,E244573,1/9/2027,2.95,2.95,3.9,3.333333333,,,
1097,NOPAIN DS TAB 10S,4558A,1/4/2027,0.975,0.975,1.34,6,,,
1098,NORMAL SALINE (0.9%NaCl) IV INFUSION 500ML,151417,1/10/2029,0.41,0.41,0.5,8,,,
1099,NORVASC 5MG CAPS 30S,B842202,1/6/2028,5.655,5.655,6.89,3,,,
1100,NOSALINE NASAL DROPS 10ML,24Z31SS,1/11/2027,0.929,0.929,1.8,5,,,
1101,NOSALINE NASAL SPRAY 15ML,SS20,1/3/2026,1.723,1.723,2.8,12,,,
1102,NOVALAC IT 1 400GM,165556,1/2/2026,3.309,3.309,4.3,6,,,
1103,NOVALAC IT 2 400GM,163039,1/10/2025,3.309,3.309,4.3,11,,,
1104,NOVALAC IT 2 800GM,165538,1/2/2026,6.156,6.156,8.2,4,,,
1105,NOVALAC IT 3 800GM,167604,1/3/2026,6.511,6.511,8.2,11,,,
1106,NOVECIN 200MG TAB 10S,550M,1/10/2027,2.374,2.374,4.05,2,,,
1107,NOVELL NAIL POLISH REMOVER 125ML,413482403,1/3/2027,0.4,0.4,0.65,2,,,
1108,NOVIRAX CREAM 15GM,4EP003A,1/5/2026,2.394,2.394,3.5,5,,,
1109,NOVOMIX 30 FLEXPEN 100U/ML,PT6EA67,1/1/2026,3.65,3.65,4.448,6,,,
1110,NURSA SILICONE PACIFIER,1000,1/1/2029,0.45,0.45,0.95,9,,,
1111,NUTRINIDRINK POWDER VANILLA FLAVOUR 400GM,1.11E+12,1/1/2026,3.569,3.569,4.297,5,,,
1112,OCEAN NASAL SPRAY 15ML,308415,1/9/2026,2.054,2.054,2.95,9,,,
1113,OFLAM GRANULES 50MG SACHETS 10S,8416,1/8/2026,1.39,1.39,1.84,14.1,,,
1114,OLFEN GEL 50GM,30458,1/3/2026,0.772,0.772,1.41,3,,,
1115,OLFEN-100 SR DEPOCAPS 20S,24055689,1/3/2027,2.172,2.172,3.97,10.5,,,
1116,OLFEN-50MG TAB 20S,23088662,1/5/2028,1.214,1.214,2.22,9,,,
1117,OLFEN-75 SR DEPOTAB 10S,23112479,1/6/2026,0.869,0.869,1.27,9,,,
1118,OLIGOCARE FORTE TAB 30S,698P2401X,1/3/2026,9.326,9.326,12.5,5.6,,,
1119,OLIVE OIL EAR WAX EAR DROPS 10ML,00D23011,1/5/2026,0.433,0.433,0.75,13,,,
1120,OLIVE OIL HAIR RELAXER,NL00079,1/5/2027,1.7,1.7,2.38,4,,,
1121,OLOPAT OPHTHALMIC SOLUTION 5ML,AN0140,1/12/2025,1.658,1.658,2.02,3,,,
1122,OMACE 10MG TAB 28S,1924312,1/11/2027,1.56,1.56,2.39,12,,,
1123,OMACE 5MG TAB 28S,1925001,1/1/2028,0.915,0.915,1.45,17,,,
1124,OMACILLIN 500MG CAPS 10S (BULK),324320,1/7/2027,0.3,0.3,0.6,31,,,
1125,OMACIP 500MG TAB 10S (BULK),2023326,1/9/2026,1.224,1.224,2.7,3,,,
1126,OMAFEN 400MG TAB 20S,324320,1/7/2027,0.313,0.313,0.99,1,,,
1127,OMAPRO 20MG CAPS 28S,2023326,1/9/2026,0,0,7.41,3.428571429,,,
1128,OMCET 10MG TAB 10S,1524007,1/8/2027,0.656,0.656,1.6,-299,,,
1129,OMCET L 5MG TAB 20S,6625001,1/1/2027,1.129,1.129,2.34,10.5,,,
1130,OMCET SYRUP 100ML,CEL24001,1/8/2027,0.722,0.722,1.76,41,,,
1131,OMEFA 1000MG CAPS 30S,OM00324,1/9/2027,1.334,1.334,5.2,20,,,
1132,OMEZYN-20MG CAPS 15S,3DP0068,1/8/2026,3.693,3.693,4.5,1,,,
1133,OMFORMIN 500MG TAB 20S,1224043,1/12/2027,0.15,0.15,0.51,6,,,
1134,OMIZ 20MG CAPS 14S,4N2401,1/10/2026,1.83,1.83,3.07,15.5,,,
1135,OMOL 120MG SYRUP 100ML,PRL25001,1/1/2028,0.38,0.38,0.66,15,,,
1136,OMOL 500MG TAB 20S,224042,1/10/2027,0.089,0.089,0.66,21,,,
1137,OMOL COLD & FLU TAB 20S,4324001,1/6/2027,0.645,0.645,1.1,17.5,,,
1138,OMOL DROPS 15ML,PRD25002,1/1/2028,0.44,0.44,0.75,13,,,
1139,OMVIL 2MG/5ML SYRUP 100ML,CPL25001,1/2/2028,0.365,0.365,0.8,32,,,
1140,OMVIL 4MG TAB 10S (BULK),124001,1/2/2027,0.051,0.051,0.1,99,,,
1141,ONETOUCH DELICA LANCET 100S,W22E221,1/5/2027,3.52,3.52,4.4,2,,,
1142,ONETOUCH SELECT PLUS TEST STRIPS 50S,5832384,1/3/2026,10.03,10.03,11.8,3,,,
1143,OPIZOLE CREAM 15GM,3ER021B,1/12/2025,0.57,0.57,0.84,7,,,
1144,OPPO SOFT ICE/WARM BAG LARGE,1000,1/1/2029,3.811,3.811,6.1,2,,,
1145,OPTIFRESH OPHTHALMIC SOL 10ML,AN0150,1/12/2025,0.844,0.844,1.8,6,,,
1146,OPTIFUCIN VISCOUS EYE DROPS 5GM,195445,1/4/2026,0.886,0.886,1.08,24,,,
1147,OPTILONE EYE DROPS 5ML,BN0124,1/12/2026,0.933,0.933,1.48,13,,,
1148,OPTIMAL BABY FOOD FEEDER ,1000,1/1/2029,0.998,0.998,1.6,4,,,
1149,OPTIMAL BREAST MILK STORAGE BAG 30S,1000,1/1/2029,1.81,1.81,2.9,3,,,
1150,OPTIMAL BREAST PAD 30S,1000,1/1/2029,1.226,1.226,2.2,5,,,
1151,OPTIMAL GLASS FEEDING BOTTLE 160ML,1000,1/1/2029,0.936,0.936,1.8,20,,,
1152,OPTIMAL GLASS FEEDING BOTTLE 60ML,1000,1/1/2029,0.728,0.728,1.4,10,,,
1153,OPTIMAL ROUND NIPPLE SILICONE PACIFIER,1000,1/1/2029,0.624,0.624,1.2,11,,,
1154,OPTIMAL SILICONE NIPPLE 2S,1000,1/1/2029,0.52,0.52,1,17,,,
1155,OPTIMAL SILICONE SQUEEZE FEEDER 90ML,1000,1/1/2029,1.521,1.521,2.575,9,,,
1156,OPTIMAL SLIM ORTHODONTIC PLASTIC BOTTLE 240ML,1000,1/1/2029,0.886,0.886,1.5,10,,,
1157,OPTIMAL SLIM ROUND NIPPLE PLASTIC BOTTLE 240ML,1000,1/1/2029,0.709,0.709,1.2,8,,,
1158,OPTIPRED OPTHALMIC EYE DROPS 1% 5ML,NK0424,1/9/2026,0.77,0.77,1.01,8,,,
1159,OPTIVE FUSION EYE DROPS 10ML,406252,1/12/2025,4.719,4.719,6.05,2,,,
1160,OPTREX EYE DROPS 10ML,RV425,1/12/2026,1.063,1.063,1.275,9,,,
1161,OPTREX EYE LOTION 110ML,SJ801,1/5/2027,1.98,1.98,2.375,1,,,
1162,OR BLEU 4 WAY MINI NAIL BUFFERS CT439,1000,1/1/2029,1.26,1.26,2.09,2,,,
1163,OR BLEU 4 WAY NAIL BUFFER CT440,1000,1/1/2029,0.78,0.78,1.3,1,,,
1164,OR BLEU ACNE DOUBLEHEAD REMOVER CT452,1000,1/1/2029,0.78,0.78,1.3,2,,,
1165,OR BLEU ANGLED EYELINER BRUSH 681,1000,1/1/2029,0.66,0.66,1.1,1,,,
1166,OR BLEU BABY NAIL CLIPPER CT531,1000,1/1/2029,0.798,0.798,1.33,1,,,
1167,OR BLEU BEAUTY BLENDER SPONGES CT502,1000,1/1/2029,1.92,1.92,3.2,1,,,
1168,OR BLEU BLENDING BRUSH,1000,1/1/2029,0.48,0.48,0.8,1,,,
1169,OR BLEU BLUSH BRUSH 672,1000,1/1/2029,1.8,1.8,2.4,1,,,
1170,OR BLEU CALLUS REMOVER PLASTIC HANDLE CT462,1000,1/1/2029,0.66,0.66,1.52,2,,,
1171,OR BLEU CALLUS REMOVER WOODEN HANDLE CT461,1000,1/1/2029,1.08,1.08,1.8,2,,,
1172,OR BLEU CONCEALER BRUSH,1000,1/1/2029,0.8,0.8,0.8,1,,,
1173,OR BLEU CURVED MAKEUP BRUSH 690,1000,1/1/2029,1.8,1.8,3,1,,,
1174,OR BLEU CURVED MAKEUP BRUSH 691,1000,1/1/2029,1.32,1.32,2.2,1,,,
1175,OR BLEU CURVED MAKEUP BRUSH 692,1000,1/1/2029,1.2,1.2,2,1,,,
1176,OR BLEU CUTICLE NIPPER SILICONE HANDLES 433,1000,1/1/2029,2.37,2.37,3.95,1,,,
1177,OR BLEU CUTICLE PUSHER AND CUTTER CT453,1000,1/1/2029,1.02,1.02,2.09,2,,,
1178,OR BLEU CUTICLE SCISSORS EXTRA FINE BLADES 422,1000,1/1/2029,1.71,1.71,2.85,3,,,
1179,OR BLEU CUTICLE TIMMER CT448,1000,1/1/2029,1.05,1.05,1.75,2,,,
1180,OR BLEU EMERY NAIL FILES CT459,1000,1/1/2029,0.93,0.93,1.55,2,,,
1181,OR BLEU EYELASH & EYEBROW BRUSH 679,1000,1/1/2029,0.66,0.66,1.4,1,,,
1182,OR BLEU EYESHADOW BRUSH,1000,1/1/2029,0.66,0.66,1.1,2,,,
1183,OR BLEU FACIAL & OCULAR BEAUTY BLENDERS CT503,1000,1/1/2029,1.62,1.62,3,1,,,
1184,OR BLEU FACIAL CLEANSING SPONGES CT651,1000,1/1/2029,0.66,0.66,1.1,1,,,
1185,OR BLEU FIBERGLASS NAIL FILE CT441,1000,1/1/2029,1.428,1.428,2.38,1,,,
1186,OR BLEU FINE TOOTHED POCKET COMB HB255,1000,1/1/2029,1.02,1.02,1.7,1,,,
1187,OR BLEU FINGER TOE SEPARATOR 449,1000,1/1/2029,0.4,0.4,0.85,2,,,
1188,OR BLEU FOOT FILE 473,1000,1/1/2029,2.61,2.61,4.35,3,,,
1189,OR BLEU FOOT FILE 474,1000,1/1/2029,1,1,1.75,2,,,
1190,OR BLEU FULL JAW CUTICLE NIPPERS CT432,1000,1/1/2029,2.61,2.61,4.35,1,,,
1191,OR BLEU HAIR BRUSH 414,1000,1/1/2029,1.18,1.18,1.96,1,,,
1192,OR BLEU HAIR BRUSH 431,1000,1/1/2029,2.61,2.61,4.35,1,,,
1193,OR BLEU HAIR BRUSH 432,1000,1/1/2029,2.61,2.61,4.35,1,,,
1194,OR BLEU HAIR BRUSH 436,1000,1/1/2029,3,3,4.5,1,,,
1195,OR BLEU HAIR BRUSH 438,1000,1/1/2029,3,3,3.4,1,,,
1196,OR BLEU HAIR BRUSH FLORAL HB450,1000,1/1/2029,3.43,3.43,5.71,1,,,
1197,OR BLEU LARGE CLIPPER STYLING COMB HB252,1000,1/1/2029,1.02,1.02,1.7,1,,,
1198,OR BLEU LIP BRUSH 683,1000,1/1/2029,1.2,1.2,2,1,,,
1199,OR BLEU MAKEUP BLENDING SPONGES ,1000,1/1/2029,0.8,0.8,0.8,1,,,
1200,OR BLEU MAKEUP BRUSHES SET,1000,1/1/2029,2.2,2.2,2.2,1,,,
1201,OR BLEU MAKEUP PUFF,1000,1/1/2029,1.26,1.26,2.1,1,,,
1202,OR BLEU MINI EYESHADOW BRUSHES 624,1000,1/1/2029,0.7,0.7,2.4,1,,,
1203,OR BLEU MINI PLASTIC NAIL FILES 438,1000,1/1/2029,0.84,0.84,1.4,1,,,
1204,OR BLEU NAIL & TOENAIL NIPPERS CT431,1000,1/1/2029,2.61,2.61,4.35,1,,,
1205,OR BLEU NAIL AND CUTICLE SCISSORS CT421,1000,1/1/2029,1.8,1.8,3,2,,,
1206,OR BLEU NAIL CLIPPERS CURVED BLADES CT417,1000,1/1/2029,0.54,0.54,0.9,2,,,
1207,OR BLEU NAIL CLIPPERS HARDENED STAINLESS CT411,1000,1/1/2029,1.2,1.2,2,1,,,
1208,OR BLEU NAIL CLIPPERS SWIVEL CT413,1000,1/1/2029,1.2,1.2,2,1,,,
1209,OR BLEU NAIL CLIPPERS WITH PLASTIC CONTAINER CT419,1000,1/1/2029,0.78,0.78,1.3,2,,,
1210,OR BLEU NAIL POLISHING FILE 443,1000,1/1/2029,0.54,0.54,0.9,2,,,
1211,OR BLEU NATURAL KONJAC CLEANSING PUFFS CT504,1000,1/1/2029,2.04,2.04,3.4,1,,,
1212,OR BLEU PLASTIC NAIL FILE CT446,1000,1/1/2029,0.36,0.36,0.6,1,,,
1213,OR BLEU POWDER BRUSH 671,1000,1/1/2029,1.44,1.44,2.8,1,,,
1214,OR BLEU PRECISION EYELASH CURLER 451,1000,1/1/2029,2,2,2.2,1,,,
1215,OR BLEU ROUNDY POCKET MIRROR,1000,1/1/2029,1.32,1.32,2.2,1,,,
1216,OR BLEU SAFE BLADES FOR CORN PLANE CT469,1000,1/1/2029,1.14,1.14,1.9,1,,,
1217,OR BLEU SAFETY SCISSORS CT423,1000,1/1/2029,1.71,1.71,3.23,2,,,
1218,OR BLEU SAPPHIRE NAIL FILE CT445,1000,1/1/2029,1.2,1.2,2.5,2,,,
1219,OR BLEU SATIN FINISH TWEEZER 409 C ,1000,1/1/2029,1.2,1.2,2,1,,,
1220,OR BLEU SCULPTING FACE BRUSH 674,1000,1/1/2029,1.44,1.44,2.6,1,,,
1221,OR BLEU TOENAIL CLIPPERS CURVED BLADES CT418,1000,1/1/2029,0.6,0.6,1,1,,,
1222,OR BLEU WIDE CUTTING COMB HB251,1000,1/1/2029,1.02,1.02,1.7,1,,,
1223,OR BLEU WOODEN NAIL STICKS CT447,1000,1/1/2029,0.96,0.96,1.6,1,,,
1224,ORACURE GEL 15GM,234059,1/8/2026,0.65,0.65,1,4,,,
1225,ORGANIC VITAMIN C POPS ,Q112,1/6/2027,0.099,0.099,0.2,50,,,
1226,ORGANIC VITAMIN C POPS 14S ,Q072,1/9/2027,2.2,2.2,3,1,,,
1227,ORONAMIN C DRINK 120ML,U3,1/12/2025,0.499,0.499,0.563,14,,,
1228,ORS NEW ORANGE SACHETS 10S,5324009,1/9/2027,0.85,0.85,1.5,6,,,
1229,OSTEBON PLUS 500MG TAB 60S,EMPA240525,1/12/2025,1.231,1.231,3,28,,,
1230,OSTEOCARE TAB 30S,109078A,1/10/2027,1.01,1.01,3.31,3.5,,,
1231,OTRI ALLERGY 24HR NASAL SPRAY 120MD,K87A,1/1/2026,4.46,4.46,5.49,1,,,
1232,OTRIVIN 0.05% NASAL DROPS 10ML,A97S,1/5/2026,0.739,0.739,1.09,8,,,
1233,OTRIVIN 0.05% NASAL SPRAY 10ML,898Y,1/4/2027,1.016,1.016,1.56,26,,,
1234,OTRIVIN 0.1 % NASAL DROPS 10ML,JG3M,1/8/2026,0.782,0.782,1.19,5,,,
1235,OTRIVIN DUAL RELIEF 2 IN 1 NASAL SPRAY 10ML,DF3T,1/6/2026,2.7,2.7,3.29,2,,,
1236,OVACARE TAB 30S,697P2402X,1/7/2026,3.78,3.78,5,1,,,
1237,OVAMIT 50MG TAB 10S,94224,1/4/2026,1.63,1.63,2.07,2,,,
1238,OYSTERCAL D TAB 60S,589H,1/7/2026,2.638,2.638,4.735,2,,,
1239,OZONE COSMETICS FLY REPELLENT SPRAY 100ML,1R0623,1/8/2026,1.422,1.422,2.9,3,,,
1240,PAMPERS NO 1 21S,4255650,1/9/2027,1.459,1.459,1.665,4,,,
1241,PAMPERS NO 5 PREMIUM CARE DOUBLE 46S,43102650,1/11/2027,6.84,6.84,7.72,4,,,
1242,PANADOL ACTIFAST TAB 20S,HU60,1/1/2027,0.374,0.374,1.06,7,,,
1243,PANADOL ADVANCE 500MG TAB 24S,B37X,1/3/2027,0.244,0.244,0.94,21,,,
1244,PANADOL BABY & INFANT SUSP 100ML,F589,1/6/2027,0.511,0.511,0.74,105,,,
1245,PANADOL COLD & FLU HOT LEMON & HONEY SACHETS 10S,BB2U,1/5/2026,1.428,1.428,1.95,3.8,,,
1246,PANADOL COLD & FLU CAPLETS 24S,EA607,1/5/2027,0.505,0.505,1.33,83,,,
1247,PANADOL COLD & FLU TAB ALL IN ONE 24S,552X,1/2/2027,0.394,0.394,1.59,19,,,
1248,PANADOL COLD AND FLU DAY NEW CAPLETS 24S,YR3N,1/12/2025,0.336,0.336,1.33,16.33333333,,,
1249,PANADOL ELIXIR SYRUP 100ML,EC086,1/9/2027,1.432,1.432,1.85,9,,,
1250,PANADOL EXTRA TAB 48S,N93N,1/8/2026,0.298,0.298,2.32,161.25,,,
1251,PANADOL JOINT EXTENDED RELIEF TAB 24S,EC115,1/1/2027,1.312,1.312,1.79,10,,,
1252,PANADOL MIGRAINE CAPS 24S,4S3X,1/2/2027,2.122,2.122,2.74,5,,,
1253,PANADOL NIGHT CAPLETS 24S,EC138,1/9/2026,0.531,0.531,1.5,15,,,
1254,PANADOL SINUS CAPLETS 24S,EA443,1/4/2027,0.525,0.525,1.46,10,,,
1255,PANADREX 500MG TAB 96S,NT90,1/1/2027,0.585,0.585,1.45,11.375,,,
1256,PANALEX ADVANCE 500MG TAB 30S,133124,1/11/2026,0.273,0.273,0.5,8,,,
1257,PANDERM SKIN OINT 15GM,7884,1/10/2028,0.88,0.88,1.21,7,,,
1258,PANDERM CREAM 15GM,8646,1/11/2027,0.7,0.7,1.21,17,,,
1259,PANODYNE FLEXIBLE DIGITAL THERMOMETER,P012274,1/9/2028,1.4,1.4,2.8,1,,,
1260,PANOXYL 4% ACNE CREAMY WASH 6OZ,P2760,1/6/2027,5.8,5.8,7.62,2,,,
1261,PANOXYL ACNE FOAMING WASH 5.5OZ,P3380,1/12/2027,5.7,5.7,7.525,2,,,
1262,PANTOR 20MG TAB 30S,BJH5L003,1/1/2027,2.443,2.443,3.72,9,,,
1263,PANTOR 40MG TAB 30S,BJH6L004,1/6/2027,3.58,3.58,6.111,10.33333333,,,
1264,PANTOZYN-20MG TAB 30S,FD240421A,1/4/2026,3.93,3.93,5.9,2,,,
1265,PANUM 40 TAB 30S,PPU22007,1/11/2025,3.857,3.857,6.11,2.333333333,,,
1266,PAPERMINTS COOL CAPS 1S,PMSMM23005,1/5/2026,0.725,0.725,1.1,16,,,
1267,PARACETAMOL IV INFUSION PHARCO B 100ML,12251323,1/10/2025,0.618,0.618,1.13,7,,,
1268,PARODONTAX WHITENING TOOTHPASTE 75ML,H012,1/3/2027,2.2,2.2,2.928,2,,,
1269,PASANTE FEEL CONDOM 12S,212706,1/6/2026,0,0,4,9,,,
1270,PASANTE FLAVOURS CONDOM 3S,214406,1/10/2026,0.187,0.187,1,87,,,
1271,PATADAY 0.2% OPHTHALMIC SOLUTION 2.5ML,VHX63A,1/6/2026,5.023,5.023,6.12,3,,,
1272,PECTOL EUCALYPTUS VIT C LOZENGES 8S,11C024,1/1/2027,0.185,0.185,0.475,24,,,
1273,PECTOL GINGER PROPOLIS VIT C LOZENGES 8S,43C194,1/5/2026,0.185,0.185,0.475,8,,,
1274,PEDIAFAST DROPS 25ML,12271024,1/10/2026,0.834,0.834,1.22,1,,,
1275,PEDIAFAST SYRUP 100ML,240623,1/6/2026,1.183,1.183,1.73,8,,,
1276,PEDIAFER DROPS 50ML,PFL2302,1/3/2027,3.059,3.059,4,2,,,
1277,PEDIASURE 3+ VANILLA 400GM,1210686,1/9/2025,3.358,3.358,3.8,1,,,
1278,PEDIASURE 1+ VANILLA 400GM,1228915,1/6/2026,3.358,3.358,3.8,3,,,
1279,PEDIAVIT D 400IU ORAL SOL 50ML,PDM2415,1/2/2027,3,3,3.915,1,,,
1280,PEDICURE FILE ,1000,1/1/2029,0.5,0.5,1,6,,,
1281,PEDIFLOR KIDS TOOTHPASTE BUBBLE GUM 70GM,PD25001,1/12/2027,1.344,1.344,2.1,3,,,
1282,PEDIFLOR KIDS TOOTHPASTE MELON 70GM,PM23003,1/11/2025,1.344,1.344,2.1,4,,,
1283,PEDIFLOR KIDZ DAY AND NIGHT KIT,P024002,1/2/2026,1.888,1.888,2.95,3,,,
1284,PEPTAZOL 30MG CAPS 14S,2002480,1/7/2027,0,0,3.66,1,,,
1285,PERAZONE 0.5MG TAB 10S (BULK),120640,1/10/2029,0.07,0.07,0.09,86,,,
1286,PERFECTIL CAPS 30S,165618,1/8/2026,2.573,2.573,8.13,0.5,,,
1287,PERIACTIN 4MG TAB 20S,M0268,1/6/2027,0.265,0.265,0.72,1,,,
1288,PERMEA PLUS TAB 30S,240442,1/4/2027,3.5,3.5,12.275,1,,,
1289,PERMITE 5% CREAM 60GM,4LK34,1/5/2026,1.846,1.846,3.6,2,,,
1290,PHARMACERIS ALBUCIN C 5% SERUM 30ML,3I12L,1/9/2026,7.312,7.312,10.5,1,,,
1291,PHARMACERIS ALBUCIN INTNSV WHTNG NIGHT CREAM 30ML,3D20C,1/4/2026,7,7,10,2,,,
1292,PHARMACERIS ALBUCIN TRIPLE ACTION DAY CREAM 50ML,3E31C,1/5/2026,6.825,6.825,10.5,3,,,
1293,PHARMAPORE TRANSPARENT WOUND DRESSING 10X12CM 60S,15K23,1/10/2028,0,0,9,1.483333333,,,
1294,PHARMAPORE TRANSPARENT WOUND DRESSING 10X20CM 40S,15K23,1/10/2028,6,6,8,0.05,,,
1295,PHENICOL EYE DROPS 10ML,EI477,1/3/2026,0.599,0.599,0.73,2,,,
1296,PHILIPS AVENT 0M+ NATURAL RESPONSE TEATS 2S,1000,1/1/2030,2.2,2.2,3.4,8,,,
1297,PHILIPS AVENT 3M+ NATURAL RESPONSE TEATS 2S,1000,1/1/2030,2.2,2.2,3.4,5,,,
1298,PHILIPS AVENT 6M+ NATURAL RESPONSE TEATS 2S,1000,1/1/2030,2.2,2.2,3.4,2,,,
1299,PHILIPS AVENT GLASS FEEDING BOTTLE 120ML,1000,1/1/2030,3.5,3.5,4.9,3,,,
1300,PHILIPS AVENT GLASS FEEDING BOTTLE 240ML,1000,1/1/2030,3.9,3.9,5.4,7,,,
1301,PHILIPS AVENT PLASTIC FEEDING BOTTLE 125ML,1000,1/1/2030,2.6,2.6,4.2,4,,,
1302,PHILIPS AVENT PLASTIC FEEDING BOTTLE 260ML,1000,1/1/2030,3,3,4.4,1,,,
1303,PIGEON COOLING TEETHER,1000,1/1/2030,1.07,1.07,1.72,7,,,
1304,PIGEON GLASS FEEDING BOTTLE 200ML,1000,1/1/2030,1.808,1.808,2.895,11,,,
1305,PIGEON GLASS FEEDING BOTTLE 240ML,1000,1/1/2030,1.567,1.567,2.895,8,,,
1306,PIGEON GLASS FEEDING BOTTLE 50ML,1000,1/1/2030,1.675,1.675,2.68,6,,,
1307,PIGEON MAGMAG SPOUT CUP 200ML,1000,1/1/2030,0,0,3.145,4,,,
1308,PIGEON MAGMAG STRAW CUP 200ML,1000,1/1/2030,0,0,3.335,9,,,
1309,PIGEON MINILIGHT PACIFIER L 12+,1000,1/1/2030,1.228,1.228,2.045,4,,,
1310,PIGEON MINILIGHT PACIFIER M 6+,1000,1/1/2030,1.228,1.228,2.045,12,,,
1311,PIGEON MINILIGHT PACIFIER S 0+,1000,1/1/2030,1.228,1.228,2.045,5,,,
1312,PIGEON NURSING BOTTLE PLASTIC 120ML,1000,1/1/2030,1.079,1.079,2.095,9,,,
1313,PIGEON NURSING BOTTLE PLASTIC 50ML,1000,1/1/2030,1.079,1.079,2.07,13,,,
1314,PIGEON PETITE STRAW BOTTLE 9+ M 150 ML ,1000,1/1/2030,0,0,2.85,4,,,
1315,PIGEON SILICONE NIPPLE 2S L 9+,1000,1/1/2030,0.812,0.812,1.32,4,,,
1316,PIGEON SILICONE NIPPLE 2S M 4+,1000,1/1/2030,0.812,0.812,1.32,17,,,
1317,PIGEON SILICONE NIPPLE 2S S 0+,1000,1/1/2030,0.812,0.812,1.32,17,,,
1318,PILEX TAB 60S,AUS83,1/12/2025,1.525,1.525,2.77,2,,,
1319,PILL CUTTER VITAPLUS,1000,1/1/2029,1.2,1.2,1.8,4,,,
1320,POCARI SWEAT BOTTLE 350ML,1000,1/2/2026,0.41,0.41,0.468,3,,,
1321,POCARI SWEAT CAN 330ML,1000,1/12/2025,0.349,0.349,0.393,15,,,
1322,POCARI SWEAT POWDER 66GM,1000,1/10/2025,0.6,0.6,0.675,17,,,
1323,PONSTAN FORTE 500MG TAB 20S,LT1215,1/5/2027,1.354,1.354,1.65,8,,,
1324,POVADINE ANTISEPTIC SOLUTION 30ML,721327,1/1/2028,0.308,0.308,0.5,4,,,
1325,POVIDONE IODINE THROAT SPRAY 40GM,THS31010223,1/1/2026,1.1,1.1,2.2,6,,,
1326,POWER PLUS CAPS 30S,PD01523,1/11/2026,1.525,1.525,2.535,1,,,
1327,POWER PLUS GOLD CAPS 30S,PG0125,1/12/2027,2.342,2.342,3.805,10,,,
1328,PRED FORTE 1% EYE DROP 5ML,415436,1/9/2026,1.239,1.239,1.51,2,,,
1329,PREDO 15MG/5ML SYRUP 120ML,A350,1/8/2026,3.718,3.718,4.53,3,,,
1330,PREGNACARE CONCEPTION 30S,170480,1/6/2027,3.595,3.595,9.7,2,,,
1331,PREGNACARE TAB 30S,127989,1/1/2027,1.831,1.831,5.97,5,,,
1332,PRIME CARE MEGA ADULT DIAPERS M 20S,CCAD2403A2,1/3/2029,3.136,3.136,4.9,3,,,
1333,PRIME CARE MEGAA ADULT DIAPER PANTS L 20S,JYCC240510AP,1/5/2029,4.48,4.48,7,4,,,
